Respondent,OpenSource,Hobby,ConvertedSalary,CommunicationTools,LanguageWorkedWith,OperatingSystem,CompanySize,Country
Respondente_8743,Yes,Yes,609504.0,Slack,Scala,Linux-based,"10,000 or more employees",Israel
Respondente_8744,No,Yes,0.0,nan,nan,,Fewer than 10 employees,Netherlands
Respondente_8745,No,No,210022.4,Jira,JavaScript,MacOS,20 to 99 employees,United Kingdom
Respondente_8746,No,Yes,41932.799999999996,Other chat system ,C,Windows,,Brazil
Respondente_8747,No,Yes,105196.0,nan,JavaScript,Linux-based,500 to 999 employees,India
Respondente_8748,No,Yes,0.0,nan,JavaScript,MacOS,20 to 99 employees,United States
Respondente_8749,Yes,Yes,613104.7999999999,Slack,C,Windows,,Switzerland
Respondente_8750,Yes,Yes,394060.8,Office / productivity suite ,C#,Windows,10 to 19 employees,Sweden
Respondente_8751,No,Yes,0.0,Slack,C#,Windows,20 to 99 employees,The former Yugoslav Republic of Macedonia
Respondente_8752,No,No,3651648.0,Confluence,C#,Windows,500 to 999 employees,Luxembourg
Respondente_8753,No,No,260388.8,Other chat system ,C#,Windows,100 to 499 employees,United Kingdom
Respondente_8754,Yes,Yes,616000.0,Google Hangouts/Chat,JavaScript,Linux-based,10 to 19 employees,United States
Respondente_8755,No,Yes,0.0,nan,nan,,10 to 19 employees,Thailand
Respondente_8756,Yes,Yes,411224.8,Confluence,C,Linux-based,100 to 499 employees,Austria
Respondente_8757,Yes,Yes,435601.6,Jira,C#,Linux-based,20 to 99 employees,United Kingdom
Respondente_8758,No,No,356361.6,Confluence,C,Windows,100 to 499 employees,Germany
Respondente_8759,No,Yes,1949807.9999999998,nan,nan,Linux-based,,"Venezuela, Bolivarian Republic of..."
Respondente_8760,Yes,Yes,112000.0,Facebook,Python,MacOS,,United States
Respondente_8761,No,No,588000.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_8762,Yes,Yes,812000.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_8763,No,Yes,0.0,Slack,Java,MacOS,100 to 499 employees,Croatia
Respondente_8764,Yes,No,350039.19999999995,Office / productivity suite ,Java,MacOS,,United Kingdom
Respondente_8765,Yes,Yes,616000.0,Confluence,JavaScript,MacOS,100 to 499 employees,United States
Respondente_8766,Yes,Yes,295680.0,Facebook,Go,Windows,20 to 99 employees,United States
Respondente_8767,Yes,Yes,896000.0,Slack,C,,100 to 499 employees,United States
Respondente_8768,No,Yes,0.0,nan,Java,,100 to 499 employees,Poland
Respondente_8769,Yes,Yes,188630.4,Google Hangouts/Chat,C#,MacOS,"1,000 to 4,999 employees",Brazil
Respondente_8770,No,Yes,1120000.0,Office / productivity suite ,Assembly,Windows,"10,000 or more employees",United States
Respondente_8771,Yes,Yes,0.0,nan,nan,,,United States
Respondente_8772,No,Yes,0.0,nan,C#,Windows,"5,000 to 9,999 employees",United Kingdom
Respondente_8773,No,Yes,37027.2,nan,C,Linux-based,,Germany
Respondente_8774,No,Yes,397516.0,nan,C#,Windows,10 to 19 employees,Netherlands
Respondente_8775,Yes,Yes,186872.0,Google Hangouts/Chat,C++,Windows,20 to 99 employees,Argentina
Respondente_8776,No,Yes,164505.59999999998,Confluence,C#,Windows,"10,000 or more employees",Lithuania
Respondente_8777,Yes,Yes,509599.99999999994,Office / productivity suite ,C++,Linux-based,"10,000 or more employees",United States
Respondente_8778,No,No,0.0,nan,Java,Linux-based,,United Kingdom
Respondente_8779,Yes,Yes,491500.8,Facebook,Java,Windows,100 to 499 employees,Israel
Respondente_8780,No,Yes,349462.39999999997,Confluence,C#,Windows,100 to 499 employees,Canada
Respondente_8781,No,Yes,301565.6,nan,C++,Windows,10 to 19 employees,Germany
Respondente_8782,Yes,Yes,784000.0,Google Hangouts/Chat,JavaScript,Linux-based,20 to 99 employees,United States
Respondente_8783,Yes,Yes,3964195.1999999997,Other chat system ,C++,Linux-based,100 to 499 employees,Germany
Respondente_8784,No,Yes,280000.0,Confluence,C#,Windows,500 to 999 employees,United States
Respondente_8785,Yes,Yes,711200.0,Slack,C,MacOS,"1,000 to 4,999 employees",United States
Respondente_8786,No,Yes,0.0,Google Hangouts/Chat,Assembly,MacOS,,United States
Respondente_8787,Yes,Yes,0.0,Other chat system ,nan,,,Netherlands
Respondente_8788,Yes,Yes,0.0,Jira,nan,,"10,000 or more employees",United States
Respondente_8789,Yes,Yes,728000.0,Confluence,Groovy,MacOS,"1,000 to 4,999 employees",United States
Respondente_8790,No,Yes,226172.8,Office / productivity suite ,JavaScript,MacOS,,Germany
Respondente_8791,Yes,Yes,322123.19999999995,Confluence,Java,Windows,100 to 499 employees,Germany
Respondente_8792,No,Yes,30979.199999999997,Google Hangouts/Chat,C,Windows,20 to 99 employees,India
Respondente_8793,Yes,Yes,140000.0,Office / productivity suite ,CoffeeScript,MacOS,Fewer than 10 employees,United States
Respondente_8794,No,Yes,180969.59999999998,Slack,C#,Windows,10 to 19 employees,Italy
Respondente_8795,No,Yes,241046.4,Google Hangouts/Chat,Assembly,Linux-based,20 to 99 employees,Brazil
Respondente_8796,No,Yes,256692.8,Confluence,C#,Windows,"1,000 to 4,999 employees",United Kingdom
Respondente_8797,No,Yes,448000.0,Jira,C#,Windows,20 to 99 employees,United States
Respondente_8798,No,No,0.0,nan,Assembly,Linux-based,Fewer than 10 employees,India
Respondente_8799,No,Yes,5263641.6,Other chat system ,C#,Windows,100 to 499 employees,Germany
Respondente_8800,Yes,Yes,18211.199999999997,Facebook,C,Windows,100 to 499 employees,Pakistan
Respondente_8801,No,Yes,672000.0,Confluence,Python,MacOS,100 to 499 employees,United States
Respondente_8802,Yes,Yes,0.0,nan,nan,,100 to 499 employees,India
Respondente_8803,No,Yes,350660.8,Confluence,Java,MacOS,"10,000 or more employees",India
Respondente_8804,No,Yes,29635.199999999997,Slack,Java,MacOS,10 to 19 employees,Nepal
Respondente_8805,No,No,0.0,nan,nan,,500 to 999 employees,New Zealand
Respondente_8806,Yes,Yes,6451.2,Facebook,JavaScript,Windows,,Bangladesh
Respondente_8807,No,Yes,157796.8,Confluence,Java,Linux-based,"10,000 or more employees",India
Respondente_8808,No,Yes,676379.2,nan,C#,Windows,,Canada
Respondente_8809,No,Yes,0.0,nan,nan,,,India
Respondente_8810,Yes,Yes,308420.0,Slack,CoffeeScript,MacOS,10 to 19 employees,Luxembourg
Respondente_8811,No,Yes,64982.399999999994,nan,C#,MacOS,500 to 999 employees,Mexico
Respondente_8812,Yes,Yes,0.0,nan,Python,MacOS,,United States
Respondente_8813,No,Yes,181468.0,Facebook,Java,MacOS,"1,000 to 4,999 employees",India
Respondente_8814,Yes,Yes,0.0,nan,nan,,,Indonesia
Respondente_8815,Yes,Yes,105168.0,Jira,Assembly,MacOS,100 to 499 employees,India
Respondente_8816,Yes,Yes,1176000.0,Office / productivity suite ,C#,Windows,"10,000 or more employees",United States
Respondente_8817,Yes,No,0.0,Facebook,nan,,"10,000 or more employees",Canada
Respondente_8818,No,Yes,856800.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_8819,Yes,Yes,588000.0,Confluence,Assembly,Windows,100 to 499 employees,United States
Respondente_8820,No,Yes,342686.39999999997,Google Hangouts/Chat,Java,Windows,,Italy
Respondente_8821,Yes,Yes,0.0,nan,nan,,20 to 99 employees,Pakistan
Respondente_8822,No,No,254273.59999999998,Jira,Java,Windows,100 to 499 employees,Greece
Respondente_8823,Yes,Yes,0.0,nan,SQL,Windows,,India
Respondente_8824,Yes,Yes,373363.19999999995,Office / productivity suite ,C++,Linux-based,,United Kingdom
Respondente_8825,No,Yes,116513.59999999999,Confluence,JavaScript,Linux-based,20 to 99 employees,Greece
Respondente_8826,Yes,Yes,22646.399999999998,Trello,Java,Windows,500 to 999 employees,India
Respondente_8827,No,No,644000.0,Confluence,Java,,100 to 499 employees,United States
Respondente_8828,No,No,142531.19999999998,Trello,C++,Windows,100 to 499 employees,Brazil
Respondente_8829,No,No,389200.0,Jira,Java,Windows,"1,000 to 4,999 employees",United States
Respondente_8830,Yes,Yes,475999.99999999994,HipChat,JavaScript,MacOS,20 to 99 employees,United States
Respondente_8831,Yes,Yes,951999.9999999999,Google Hangouts/Chat,C,Windows,20 to 99 employees,United States
Respondente_8832,Yes,Yes,238492.8,Google Hangouts/Chat,Java,Linux-based,Fewer than 10 employees,Lithuania
Respondente_8833,No,Yes,0.0,nan,nan,,"1,000 to 4,999 employees",Germany
Respondente_8834,Yes,Yes,644000.0,Confluence,CoffeeScript,MacOS,100 to 499 employees,United States
Respondente_8835,No,Yes,0.0,nan,C++,Windows,,Netherlands
Respondente_8836,Yes,Yes,1680000.0,Google Hangouts/Chat,CoffeeScript,MacOS,,United States
Respondente_8837,No,No,0.0,nan,nan,,,India
Respondente_8838,No,Yes,364000.0,Confluence,C++,Windows,"10,000 or more employees",United States
Respondente_8839,No,Yes,862400.0,Confluence,C#,Windows,100 to 499 employees,United States
Respondente_8840,No,No,0.0,nan,C#,Windows,"10,000 or more employees",United States
Respondente_8841,Yes,Yes,532627.2,Google Hangouts/Chat,C++,MacOS,20 to 99 employees,Russian Federation
Respondente_8842,No,No,293098.39999999997,Google Hangouts/Chat,nan,,500 to 999 employees,Canada
Respondente_8843,Yes,Yes,1173312.0,Confluence,Objective-C,MacOS,"10,000 or more employees",India
Respondente_8844,No,Yes,308420.0,Jira,Java,Windows,100 to 499 employees,Austria
Respondente_8845,No,Yes,583906.3999999999,Confluence,Java,Windows,100 to 499 employees,France
Respondente_8846,No,Yes,134400.0,Confluence,C++,Windows,"1,000 to 4,999 employees",Turkey
Respondente_8847,Yes,Yes,503439.99999999994,Google Hangouts/Chat,C#,MacOS,100 to 499 employees,United States
Respondente_8848,No,Yes,0.0,nan,nan,,100 to 499 employees,Germany
Respondente_8849,Yes,Yes,0.0,Office / productivity suite ,JavaScript,MacOS,500 to 999 employees,Belarus
Respondente_8850,No,Yes,263183.2,Office / productivity suite ,SQL,Windows,500 to 999 employees,Germany
Respondente_8851,Yes,Yes,20832.0,Slack,C++,Windows,10 to 19 employees,Egypt
Respondente_8852,Yes,Yes,279820.8,Jira,Haskell,Linux-based,500 to 999 employees,Singapore
Respondente_8853,No,Yes,548296.0,Facebook,C#,Windows,10 to 19 employees,Ireland
Respondente_8854,No,Yes,685372.7999999999,Office / productivity suite ,C++,Linux-based,20 to 99 employees,Ireland
Respondente_8855,No,Yes,0.0,nan,C,MacOS,,China
Respondente_8856,Yes,Yes,1007999.9999999999,Confluence,C#,Windows,100 to 499 employees,United States
Respondente_8857,No,Yes,83798.4,nan,C,MacOS,"1,000 to 4,999 employees",China
Respondente_8858,No,No,0.0,Jira,C,Windows,500 to 999 employees,Russian Federation
Respondente_8859,No,No,238492.8,Google Hangouts/Chat,C,Linux-based,10 to 19 employees,Netherlands
Respondente_8860,Yes,Yes,0.0,nan,nan,,100 to 499 employees,Pakistan
Respondente_8861,No,Yes,523991.99999999994,Office / productivity suite ,C++,Windows,100 to 499 employees,Sweden
Respondente_8862,Yes,Yes,392000.0,nan,Python,MacOS,100 to 499 employees,United States
Respondente_8863,No,Yes,389200.0,Google Hangouts/Chat,C++,Windows,,Israel
Respondente_8864,No,No,1680000.0,Google Hangouts/Chat,C++,Linux-based,"10,000 or more employees",United States
Respondente_8865,Yes,Yes,4112236.8,nan,Assembly,Linux-based,,Italy
Respondente_8866,No,Yes,0.0,nan,Java,Windows,"1,000 to 4,999 employees",Poland
Respondente_8867,No,Yes,159600.0,Google Hangouts/Chat,C++,Windows,20 to 99 employees,Bulgaria
Respondente_8868,Yes,Yes,0.0,Facebook,JavaScript,Linux-based,100 to 499 employees,India
Respondente_8869,No,Yes,2706950.4,Slack,JavaScript,MacOS,100 to 499 employees,United Kingdom
Respondente_8870,Yes,Yes,784000.0,Slack,JavaScript,MacOS,20 to 99 employees,United States
Respondente_8871,Yes,Yes,0.0,nan,nan,,,United States
Respondente_8872,Yes,Yes,0.0,Google Hangouts/Chat,Go,Windows,Fewer than 10 employees,Romania
Respondente_8873,Yes,Yes,268.79999999999995,Google Hangouts/Chat,C#,MacOS,100 to 499 employees,Ukraine
Respondente_8874,Yes,Yes,44150.399999999994,Other chat system ,C,Linux-based,20 to 99 employees,India
Respondente_8875,No,Yes,3437884.8,Confluence,Java,Windows,"1,000 to 4,999 employees",New Zealand
Respondente_8876,Yes,Yes,171343.19999999998,Other chat system ,JavaScript,MacOS,"10,000 or more employees",Spain
Respondente_8877,Yes,Yes,53424.0,Google Hangouts/Chat,Go,Linux-based,10 to 19 employees,Argentina
Respondente_8878,No,No,67200.0,Facebook,C#,Windows,100 to 499 employees,Nicaragua
Respondente_8879,No,Yes,0.0,Confluence,Groovy,Windows,100 to 499 employees,India
Respondente_8880,Yes,Yes,31583.999999999996,Facebook,JavaScript,Windows,20 to 99 employees,India
Respondente_8881,No,Yes,0.0,nan,C,Windows,,Ukraine
Respondente_8882,No,Yes,65749.59999999999,Google Hangouts/Chat,Java,Windows,100 to 499 employees,India
Respondente_8883,Yes,Yes,464799.99999999994,Office / productivity suite ,C,Windows,"5,000 to 9,999 employees",United States
Respondente_8884,No,Yes,0.0,nan,C#,Windows,20 to 99 employees,Mexico
Respondente_8885,Yes,Yes,0.0,Facebook,C#,Windows,,Peru
Respondente_8886,Yes,Yes,0.0,nan,C#,Windows,100 to 499 employees,India
Respondente_8887,No,Yes,0.0,nan,JavaScript,MacOS,,United States
Respondente_8888,No,Yes,0.0,nan,Assembly,MacOS,,United States
Respondente_8889,No,Yes,0.0,Facebook,PHP,Windows,500 to 999 employees,India
Respondente_8890,Yes,Yes,0.0,nan,nan,,,Israel
Respondente_8891,Yes,No,349440.0,Facebook,C,Windows,100 to 499 employees,Oman
Respondente_8892,No,No,475999.99999999994,Confluence,Java,MacOS,20 to 99 employees,United States
Respondente_8893,No,Yes,0.0,Confluence,Java,Linux-based,100 to 499 employees,France
Respondente_8894,No,Yes,3360000.0,Confluence,Perl,Linux-based,20 to 99 employees,United States
Respondente_8895,No,Yes,0.0,Jira,nan,,100 to 499 employees,Madagascar
Respondente_8896,No,Yes,516599.99999999994,Google Hangouts/Chat,Java,MacOS,20 to 99 employees,United States
Respondente_8897,Yes,Yes,604800.0,nan,C,Windows,500 to 999 employees,United States
Respondente_8898,No,Yes,280000.0,nan,C#,Windows,,United States
Respondente_8899,Yes,Yes,627200.0,Trello,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_8900,No,No,329011.19999999995,Facebook,C#,Windows,20 to 99 employees,Germany
Respondente_8901,Yes,Yes,360735.19999999995,Slack,Python,Linux-based,Fewer than 10 employees,Canada
Respondente_8902,No,No,0.0,nan,C,MacOS,,India
Respondente_8903,No,No,1680000.0,Confluence,C++,Linux-based,20 to 99 employees,United States
Respondente_8904,Yes,Yes,0.0,nan,nan,,100 to 499 employees,China
Respondente_8905,No,Yes,15780.8,Google Hangouts/Chat,JavaScript,Windows,Fewer than 10 employees,India
Respondente_8906,Yes,Yes,19622.399999999998,Facebook,Java,Linux-based,,Kenya
Respondente_8907,No,Yes,356395.19999999995,Google Hangouts/Chat,C#,Windows,100 to 499 employees,Germany
Respondente_8908,No,No,369359.19999999995,nan,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_8909,No,No,0.0,nan,Java,Windows,"10,000 or more employees",Switzerland
Respondente_8910,No,Yes,700000.0,Confluence,Java,Windows,20 to 99 employees,United States
Respondente_8911,Yes,Yes,896000.0,Slack,C,MacOS,10 to 19 employees,United States
Respondente_8912,No,Yes,209608.0,Slack,C#,Windows,"10,000 or more employees",Brazil
Respondente_8913,No,No,0.0,nan,nan,,,India
Respondente_8914,Yes,Yes,1007999.9999999999,Google Hangouts/Chat,JavaScript,MacOS,500 to 999 employees,United States
Respondente_8915,Yes,Yes,0.0,nan,Java,Windows,,Colombia
Respondente_8916,Yes,Yes,733600.0,Google Hangouts/Chat,C,MacOS,"10,000 or more employees",United States
Respondente_8917,Yes,Yes,171343.19999999998,nan,PHP,MacOS,20 to 99 employees,France
Respondente_8918,No,Yes,0.0,Slack,C#,Linux-based,Fewer than 10 employees,Nicaragua
Respondente_8919,Yes,Yes,5600.0,nan,Java,MacOS,,Ukraine
Respondente_8920,No,Yes,35067.2,Confluence,C++,Windows,"10,000 or more employees",India
Respondente_8921,No,Yes,123379.2,Other chat system ,C,Windows,20 to 99 employees,Germany
Respondente_8922,No,Yes,405826.39999999997,Confluence,C#,Windows,"1,000 to 4,999 employees",Canada
Respondente_8923,No,Yes,0.0,nan,Assembly,Windows,,India
Respondente_8924,No,Yes,47336.799999999996,Jira,C,Windows,20 to 99 employees,India
Respondente_8925,No,Yes,45225.6,Confluence,C#,Windows,"1,000 to 4,999 employees",India
Respondente_8926,No,Yes,46905.6,Office / productivity suite ,Java,MacOS,,Mexico
Respondente_8927,No,Yes,30374.399999999998,Google Hangouts/Chat,JavaScript,Windows,100 to 499 employees,Pakistan
Respondente_8928,Yes,Yes,659680.0,Office / productivity suite ,C,Windows,"10,000 or more employees",United States
Respondente_8929,Yes,Yes,0.0,nan,C,Windows,500 to 999 employees,India
Respondente_8930,No,Yes,582562.3999999999,Confluence,SQL,Windows,"1,000 to 4,999 employees",South Africa
Respondente_8931,No,No,464799.99999999994,Confluence,C++,Linux-based,"10,000 or more employees",United States
Respondente_8932,No,Yes,0.0,nan,nan,,Fewer than 10 employees,Poland
Respondente_8933,No,Yes,0.0,Confluence,JavaScript,Linux-based,,India
Respondente_8934,No,Yes,0.0,nan,nan,,20 to 99 employees,Germany
Respondente_8935,No,Yes,5600000.0,Google Hangouts/Chat,C,Windows,"1,000 to 4,999 employees",Italy
Respondente_8936,No,Yes,5600000.0,Confluence,CoffeeScript,MacOS,500 to 999 employees,Spain
Respondente_8937,No,Yes,672000.0,Office / productivity suite ,Java,MacOS,20 to 99 employees,United States
Respondente_8938,No,Yes,178908.8,Confluence,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_8939,No,Yes,304281.6,Jira,Java,MacOS,Fewer than 10 employees,Austria
Respondente_8940,No,No,280000.0,Confluence,C#,Windows,Fewer than 10 employees,Belarus
Respondente_8941,No,Yes,7123.2,nan,C,Windows,Fewer than 10 employees,Turkey
Respondente_8942,Yes,Yes,104697.59999999999,Other wiki tool ,C,Windows,500 to 999 employees,China
Respondente_8943,Yes,Yes,420000.0,Confluence,C#,MacOS,100 to 499 employees,United States
Respondente_8944,No,Yes,109468.79999999999,Confluence,CoffeeScript,Linux-based,20 to 99 employees,Romania
Respondente_8945,No,Yes,0.0,nan,C,Linux-based,,India
Respondente_8946,No,No,784000.0,Confluence,CoffeeScript,Linux-based,100 to 499 employees,United States
Respondente_8947,No,No,598953.6,Jira,C#,Windows,100 to 499 employees,United Kingdom
Respondente_8948,No,Yes,63772.799999999996,Confluence,Java,Windows,20 to 99 employees,Taiwan
Respondente_8949,No,Yes,0.0,nan,nan,,"1,000 to 4,999 employees",India
Respondente_8950,Yes,Yes,0.0,nan,C,MacOS,,Indonesia
Respondente_8951,No,Yes,10360000.0,Office / productivity suite ,JavaScript,Windows,20 to 99 employees,United States
Respondente_8952,Yes,Yes,263200.0,nan,C#,Windows,"10,000 or more employees",United States
Respondente_8953,Yes,Yes,1120000.0,Confluence,Assembly,MacOS,100 to 499 employees,United States
Respondente_8954,Yes,Yes,0.0,nan,Java,,"5,000 to 9,999 employees",India
Respondente_8955,Yes,Yes,0.0,nan,C,Windows,,India
Respondente_8956,Yes,Yes,885847.2,Google Hangouts/Chat,Go,MacOS,,Australia
Respondente_8957,Yes,Yes,0.0,nan,Go,MacOS,,United States
Respondente_8958,No,Yes,0.0,nan,C,Windows,,Russian Federation
Respondente_8959,No,Yes,403200.0,Office / productivity suite ,Assembly,Windows,"1,000 to 4,999 employees",United States
Respondente_8960,Yes,No,336000.0,Confluence,C++,MacOS,"10,000 or more employees",Belarus
Respondente_8961,No,Yes,182795.19999999998,Office / productivity suite ,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_8962,No,Yes,209731.19999999998,Facebook,JavaScript,MacOS,20 to 99 employees,Belgium
Respondente_8963,Yes,Yes,91862.4,Slack,C,Linux-based,Fewer than 10 employees,Poland
Respondente_8964,Yes,Yes,0.0,Office / productivity suite ,PHP,Linux-based,,India
